,pros,contras,rates,contras_en,pros_en
1333,"Ótimo ambiente de trabalho, os colaboradores se ajudam o máximo que podem. Possibilidade de crescimento. Gestoras são treinamento sobre todos os produtos novos.",Poderia ter mais feedback para os Supervisores. Agilidade nas entregas e mais organização nessa parte logística. Mais envolvimento da Gestão.,"4,0",Could have more feedback for Supervisors. Agility in deliveries and more organization in this logistical part. More management involvement.,"Great working environment, employees help each other as much as they can. Possibility of growth. Managers are training on all new products."
1334,"Reconhecimento, aprendizado. A empresa investe no conhecimento do funcionário, assim sabendo bem do produto a á venda. Flexibilidade, benefícios.","Hierarquia, os grandes simplesmente ignoram seu conhecimento e sua dedicação. Nem sempre estão a disposição. O que todos procuram é ambiente de trabalho equilibrado.","3,0","Hierarchy, the great simply ignore your knowledge and your dedication. They are not always available. What everyone is looking for is a balanced work environment.","Recognition, learning. The company invests in employee knowledge, thus knowing well the product for sale. Flexibility, benefits."
1335,"Empresa com ótimos benefícios, ótimo salário e bonificações, equipe engajada e muito pró ativa. Uma empresa muito humana, horário de trabalho flexível","Falta capacitação para os gestores, muitos não sabem lidar com pessoas. Muita fofoca, falta abertura para poder se desenvolver e falta diálogo entre os líderes e colaboradores.","5,0","There is a lack of training for managers, many do not know how to deal with people. A lot of gossip, lack of openness to be able to develop and lack of dialogue between leaders and employees.","Company with great benefits, great salary and bonuses, engaged and very proactive team. A very humane company, flexible working hours"
1336,"Salário, pontualidade no recebimento, variável boa, ótimas convenções, viagens com tudo pago, boas premiações, não trabalhava no sábado e nem no domingo...","Benefícios ,plano de saúde, plano de carreira, despreparo de alguns lídere, gostam de ridicularizar seus subordinados. Fazem piadas menosprezando os que não fazem parte da ""panelinha""...","3,0","Benefits, health plan, career plan, unpreparedness of some leaders, they like to ridicule their subordinates. They make jokes belittling those who are not part of the ""little clique""...","Salary, punctuality in receiving, good variable, great conventions, trips with all expenses paid, good prizes, didn't work on Saturday or Sunday..."
1337,"Cultura organizacional , aprendizado, ótimos benefícios, oportunidade de crescimento, descontos em produtos da marca e demais benefícios bastantes atraentes.","Devido ao tamanho da empresa a cultura organizacional deixou de ser uma verdade, e passou a ser apenas palavras. .","4,0","Due to the size of the company, the organizational culture ceased to be a truth, and became just words. .","Organizational culture, learning, great benefits, opportunity for growth, discounts on branded products and other very attractive benefits."
1338,Os produtos são excelentes e se tem muita facilidade de vender. Marca já reconhecida no mercado. Sistema moderno e Ben completo. Promoções que auxiliam nas vendas,"As premiações oferecidas são muito difíceis de atingir, poderiam reduzir os prêmios e premiar mais pessoas. Ocorrem erros e lentidão no sistema com muita frequência.","5,0","The prizes offered are very difficult to achieve, they could reduce the prizes and reward more people. Errors and slowdowns occur in the system very often.",The products are excellent and very easy to sell. Brand already recognized in the market. Modern and complete Ben system. Promotions that help with sales
1339,Beneficíos Plano de carreira Cultura interna Motivação Desconto para produtos do grupo Ampla equipe e rede de locais Energização Reconhecimento,"Salarios Pressão acerca de batimento de metas e busca de mais clientes Pouca enfase em outros cargos importantes na loja, como operadores de caixa, foco apenas nas vendas.","4,0","Salaries Pressure on hitting targets and seeking more customers Little emphasis on other important positions in the store, such as cashiers, focus only on sales.",Benefits Career plan Internal culture Motivation Discount for group products Wide team and network of locations Energization Recognition
1340,"Empresa muito boa de trabalhar, gestoras que estão pra te ajudar e colegas de trabalho ajudando uns aos outros, melhor empresa que já trabalhei.","Apenas que o horário de reunião se estende até altas horas e às vezes tem pessoas que moram longe da empresa. Fora isso, é uma ótima empresa.","5,0","Just that the meeting time extends until late hours and sometimes there are people who live far from the company. Other than that, it's a great company.","Very good company to work for, managers who are there to help you and coworkers helping each other, the best company I've ever worked for."
1341,"É uma empresa maravilhosa, que visa satisfazer o cliente e dá todo um preparo para quem está começando na empresa, simplesmente me apaixonei.","A hora trabalhada, é bem puxada. Podendo ser até de segunda a segunda com uma folga na semana. (Trabalhei em shoppings) e os benefícios que não são muito bons.","5,0",The hours worked are very demanding. It could even be from Monday to Monday with a break in the week. (I worked in shopping malls) and the benefits that are not very good.,"It's a wonderful company, which aims to satisfy the customer and gives a whole preparation for those who are starting in the company, I just fell in love."
1342,"eh uma ótima empresa para se trabalhar com bons benefícios e ppr, horário flexível e Home office, além disso eh muito preocupada com o meio ambiente e a favor da diversidade","Por ser bem atrativa no mercado contrata muitos funcionários jovens em início de carreira, o que dificulta a entrada de pessoas mais velhas que ainda são muito competentes","5,0","Because it is very attractive in the market, it hires many young employees at the beginning of their careers, which makes it difficult for older people who are still very competent to enter.","it is a great company to work for with good benefits and ppr, flexible hours and home office, in addition it is very concerned about the environment and in favor of diversity"
1343,"Cultura organizacional , aprendizado, ótimos benefícios, oportunidade de crescimento, descontos em produtos da marca e demais benefícios bastantes atraentes.","Devido ao tamanho da empresa a cultura organizacional deixou de ser uma verdade, e passou a ser apenas palavras. .","4,0","Due to the size of the company, the organizational culture ceased to be a truth, and became just words. .","Organizational culture, learning, great benefits, opportunity for growth, discounts on branded products and other very attractive benefits."
1344,"Empresa com foco em vendas, vários métodos de motivar a equipe, como viagens e passeios como recompensas. É realmente uma escola, ali se aprende a vender.","O salário poderia ser melhor, a empresa poderia oferecer plano de saúde e vale alimentação, pois são muito rígidos em suas metas, seria um diferencial a mais pra motivar os colaboradores.","5,0","The salary could be better, the company could offer a health plan and food vouchers, as they are very strict in their goals, it would be an extra differential to motivate employees.","Company focused on sales, various methods of motivating the team, such as trips and tours as rewards. It really is a school, where you learn to sell."
1345,Eu amo trabalhar la sempre foi um sonho metas as vendas sempre concretizadas correia como em um emprego qualquer trabalho ao publico sempre,"Valores baixos pagamento nem todos funcionariso ganharam comissão de vendas nao tem benéfico algum so um cartao de alimentação de 70,00 reais poderia ser mais reconhecido","3,0",Low payment amounts not all employees earn a sales commission there is no benefit only a 70.00 reais food card could be more recognized,I love working there it has always been a dream goals sales always come true as in any job any job to the public always
1346,"Benefícios, colaboradores muito bons, espírito colaborativo. Autonomia para realização de projetos e para expressar sua opinião. Não existe barreira hierárquica, fácil comunicação com coordenadores e gerentes.","Desestruturação, as coisas mudam muito e rapidamente. A empresa toma algumas ações e acaba ‘voltando’ atrás, algumas vezes, o que prejudica o trabalho no dia a dia.","4,0","Destructuring, things change a lot and quickly. The company takes some actions and ends up 'going back' sometimes, which harms the day-to-day work.","Benefits, very good employees, collaborative spirit. Autonomy to carry out projects and express your opinion. There is no hierarchical barrier, easy communication with coordinators and managers."
1347,"Magia, encantamento, amor, desenvolvimento e muita ENERGIA POSITIVA. O Boticário traz o encantamento de uma forma especial, que é comprovado que até os ex-funcionários amam a marca.","O reconhecimento dos profissionais de uma empresa é o que movimenta os resultados. Não me refiro somente a salários, mas a investimento no profissional que realiza com amor seu trabalho.","5,0","The recognition of a company's professionals is what drives results. I am not referring only to salaries, but to investment in professionals who carry out their work with love.","Magic, enchantment, love, development and lots of POSITIVE ENERGY. O Boticário brings enchantment in a special way, which is proven that even former employees love the brand."
1348,"Benefícios muito bons, salário também, horários flexíveis, metas alcançáveis, excelente premiação, plano de saúde, seguro de vida e pagam o seguro do carro também","Falta de comunicação com o funcionário, falta plano de carreira, não entregam feedbacks, gerentes despreparados, sistema eletrônico com muitos problemas","5,0","Lack of communication with the employee, lack of career plan, do not deliver feedback, unprepared managers, electronic system with many problems","Very good benefits, salary too, flexible hours, achievable goals, excellent bonus, health plan, life insurance and they pay for car insurance too"
1349,"Empresa nacionalmente conhecida e reconhecida, os benefícios são bons, como plano de saúde, odontológico, benéficio em produtos, planejamento.","A empresa não se preocupa com os funcionários, um descaso com horários (mudam o tempo todo), pressão psicológica muito grande, muito desvio de função, e salário não compatível com as exigências.","3,0","The company does not care about the employees, a disregard for schedules (they change all the time), great psychological pressure, a lot of role deviation, and salary not compatible with the requirements.","A nationally known and recognized company, the benefits are good, such as health and dental plans, product benefits, planning."
1350,"Colaboração, inovação, cultura da empresa, pessoas de excelente capacidade intelectual, excelente oportunidade de desenvolvimento e aprendizado",A empresa contrata muitas pessoas de consultoria e portanto muitas vezes possíveis ascensões de carreiras não são tão frequentes. Mesmo assim não é um problema,"5,0",The company hires a lot of consulting people and therefore possible career advancements are not so frequent. Still not a problem,"Collaboration, innovation, company culture, people with excellent intellectual capacity, excellent opportunity for development and learning"
1351,"Trabalho diferenciado com outro funcionários muito bons, descontos em produtos e trabalhar em uma empresa que tem nome, fazia diversas funções na área.","Fazia diversas funções na área, superiores exigiam além do possível sobre os funcionários e eram pouco flexíveis, e apesar de não ter participacoes de lucros era muito cobrado a isso","3,0","I performed several functions in the area, superiors demanded more than possible from employees and were not very flexible, and despite not having profit sharing, they were very demanding for this.","Differentiated work with other very good employees, discounts on products and working in a company that has a name, I did several functions in the area."
1352,"Ambiente agradável para trabalhar, gerente e superiores dedicados educados e atenciosos. Oferecem treinamentos excelentes, e bonificações realmente estimuladoras para bates metas, as metas nao são impossíveis. Recebem vale presente no dia do aniversário {3","Não dão oportunidade para temporários, pois não há um supervisor ou gerente acompanhando no dia a dia para notar o desempenho dos novatos, deixando muitas das vezes para tirar conclusões com as vendedoras antigas, que na maioria são umas falsas que fazem de tudo para humilhar e deixar para baixo qualquer pessoa que entre lá. Então todo o esforço do novato para vender vai ser em vão, pois não existe um meio para comprovar o quanto vendeu, tendo assim que passar suas vendas para as vendedoras antigas, fazendo elas baterem metas com seus esforços.","3,0","They do not give opportunities for temporary workers, as there is no supervisor or manager monitoring the performance of newcomers on a day-to-day basis, leaving many times to draw conclusions with the old saleswomen, who are mostly false who do everything to humiliate and let down anyone who enters there. So all the newcomer's effort to sell will be in vain, because there is no way to prove how much he sold, thus having to pass his sales to the old salespeople, making them reach goals with their efforts.","Pleasant working environment, polite and attentive manager and superiors. They offer excellent training, and really stimulating bonuses for hitting goals, goals are not impossible. They receive a gift certificate on their birthday {3"
1353,Empresa muito humana Uma empresa com plano de carreira muito boa Benefícios até que estava dentro do mercado Produtos muito bom Empresa tem muita estrutra,Sabara muito abaixo do mercado Comissão era semestral Horário de trabalho era inflexível Convênio era 60% Descontava 90 de vr em folha Desconto muito altos em folha,"4,0",Sabara far below the market Commission was half-yearly Working hours were inflexible Agreement was 60% Discounted 90 de vr in payroll Very high discounts in payroll,Very human company A company with a very good career plan Benefits until it was in the market Very good products Company has a lot of structure
1354,"O melhor do Grupo Boticário é o ambiente e as pessoas. O escritório em São Paulo, apesar de ser muito menor que a sede em Curitiba é muito bem estruturado.","Os gestores não são muito preparados. Enquanto uns crescem muito rápido, outros ficam anos na mesma posição, pois o método de avaliação não é muito claro.","4,0","Managers are not very prepared. While some grow very quickly, others remain in the same position for years, as the evaluation method is not very clear.","The best of Grupo Boticário is the environment and the people. The office in São Paulo, despite being much smaller than the headquarters in Curitiba, is very well structured."
1355,"Autonomia, pouca burocracia, ótimo clima organizacional e pacote de benefícios. Procura desenvolver os colaboradores dando prioridade na ocupação de vagas internas",A avaliação de desempenho dos funcionários poderia ser mais efetiva. Basear o desempenho nas competência exigidas pelo Grupo torna a avaliação relativa e passiva de interpretações individuais.,"4,0",Employee performance evaluation could be more effective. Basing performance on the competencies required by the Group makes the assessment relative and passive to individual interpretations.,"Autonomy, little bureaucracy, great organizational climate and benefits package. Seeks to develop employees by prioritizing the occupation of internal vacancies"
1356,"a cultura e valores da empresa, programa de benefícios, uniao dos colaboradores e equipes, sentimento de pertencimento ao grupo, inspiração do dono.","falta de feedback dos gestores, onde poderiam colocar mais claramente os pontos a serem desenvolvidos, oportunidade de crescimento fica restrito a matriz.","4,0","lack of feedback from managers, where they could more clearly state the points to be developed, growth opportunity is restricted to the matrix.","the company's culture and values, benefits program, union of employees and teams, feeling of belonging to the group, inspiration from the owner."
1357,"Salário em dia, treinamentos para aumentar as vendas em datas comemorativas, treinamento para desenvolvimento pessoal e profissional, gincanas em grupo.","Trabalho estressante, telefone toca o dia inteiro, tem que saber conciliar todas as funções, as vezes faltava organização, entregas atrasadas.","4,0","Stressful job, phone rings all day, you have to know how to reconcile all functions, sometimes there was a lack of organization, late deliveries.","Salary on time, training to increase sales on commemorative dates, training for personal and professional development, group gymkhanas."
1358,"Empresa investe muito em treinamento, benefícios bem bacanas que não se acha em toda empresa de varejo. Possibilidade de crescimento. Salários sempre em dia.",A empresa está mudando muito o seu jeito de agir nos últimos anos. Trazendo de fora pessoas com visão bem desumana para empresa. Ticket refeição um pouco abaixo do mercado.,"4,0",The company has been changing its way of acting a lot in recent years. Bringing in people from outside with a very inhuman vision for the company. Meal ticket a little below the market.,"The company invests a lot in training, very nice benefits that are not found in every retail company. Possibility of growth. Salaries always up to date."
1359,"Benefícios para o funcionário e para a família, restaurante, desconto em produtos, associação, convenio médico, PLR, flexibilidade de horário. SOMENTE BENEFÍCIOS.","a comunicação entre a equipe e a gestão é muito fraca. Centralização de conhecimentos para apenas alguns funcionários do setor. Os chefes se acham os reis, então enche de puxa saco com medo de ser demitido, tem gente que trabalha em casa sem autorização e de graça, por ser puxa saco. Cultura entre as pessoas é nojenta, muito MIMIMI e intimidade. Empresa tem um sistema de avaliação 9box que sempre acaba favorecendo as mesmas pessoas, não dão chance para crescimento, sempre as mesmas pessoas que crescem na empresa. A empresa exige relacionamento pessoal, não se importa com as suas entregas, se você entrega você não é bem visto na empresa, o ideal é dar algum problema, para que você esteja em evidencia e seja bem visto, impressionante isso.","1,0","communication between staff and management is very poor. Centralization of knowledge for only a few employees in the sector. Bosses think they're kings, so they suck up for fear of being fired, there are people who work at home without authorization and for free, because they suck up. Culture among people is disgusting, too much MIMIMI and intimacy. The company has a 9box evaluation system that always ends up favoring the same people, not giving them a chance for growth, always the same people who grow in the company. The company demands a personal relationship, it doesn't care about your deliveries, if you deliver you are not well seen in the company, the ideal is to cause a problem, so that you are in evidence and are well seen, impressive.","Employee and family benefits, restaurant, product discounts, membership, medical insurance, PLR, flexible working hours. BENEFITS ONLY."
1360,Turma sempre boa Pagam sempre em dia .,As metas nunca são boas o suficiente São ruins com horário e turnos Os cargos altos destratam até clientes Localização péssima .,"2,0",Goals are never good enough They are bad with hours and shifts Senior positions mistreat even clients Terrible location .,Always good class They always pay on time.
1361,Nada a comentar. O Objetivo da publicação é alertar aos candidatos sobre as atitudes de alguns gestores da companhia em relação aos candidatos e aos cases solicitados. Fiquem ligados!,"Pedem Case de avaliação das lojas na entrevista de um cargo Sênior, depois te ignoram e o material enviado? Uma grande consultoria pra eles! Fabuloso! Passei por isso e deixo aqui um alerta para quem receber uma proposta. Hoje faz 3 meses e meio que iniciei o processo e que não tenho retorno. Fiquem sabendo por terceiros que preencheram a vaga.","1,0","Do they ask for a case of evaluation of the stores in the interview for a Senior position, then they ignore you and the material sent? A great consultancy for them! Fabulous! I went through this and leave here a warning for anyone who receives a proposal. Today it's been 3 and a half months since I started the process and I have no return. Find out from third parties who have filled the vacancy.",Nothing to comment. The purpose of the publication is to alert candidates about the attitudes of some company managers towards candidates and requested cases. Stay tuned!
1362,"Ótimo ambiente de trabalho, horário flexíveis com folgas semanais, grandes possibilidades de crescimento e promoções sempre preocupados com os funcionários, cursos e reuniões periódicas de atendimento","Quando você conversava com o cliente, a alegria que alguns sentiam em comprar um presente para uma pessoa querida, a satisfação na afeição dos clientes de comprar uma coisa que eles queriam. não tem pontos negativos.","3,0","When you were talking to the customer, the joy that some felt in buying a gift for a loved one, the satisfaction in the customers' affection of buying something they wanted. it has no negative points.","Great work environment, flexible hours with weekly breaks, great possibilities for growth and promotions always concerned with employees, courses and periodic service meetings"
1363,Benefícios Reconhecimento dos funcionários Empresa de grande porte Treinamentos para melhorar os atendimentos e para conhecer melhor Os produtos Oportunidade de crescimento,Pressão para vender Difícil de conciliar a vida pessoal com a profissional Alguns gerentes eram despreparados e no sabiam lidar corretamente com os funcionários,"5,0",Pressure to sell Difficult to reconcile personal and professional life Some managers were unprepared and did not know how to properly deal with employees,Benefits Recognition of employees Large company Training to improve customer service and to get to know the products better Opportunity for growth
1364,"Oportunidade de crescimento, reconheciment pelo trabalho, uma empresa que sabe como tratar seu colaborador e valoriza o seu trabalho! Orgulho em fazer parte desse time","Plano de Saúde é coparticipação, ou seja as vezes pagamos um valor alto pelas consultas realizadas, pois acaba acumulando para um mês só! Att","5,0","Health plan is co-payment, that is, sometimes we pay a high amount for consultations, as it ends up accumulating for a single month! Att","Opportunity for growth, recognition for work, a company that knows how to treat its employees and values ​​their work! Proud to be part of this team"
1365,"O tratamento com seus fusionarios, o respeito construtivos...e em saber que o segredo de uma empresa é saber reconhecer seu funcionário de forma certas..",Essa empresa é pra me a fonte certa pra que eu possa está fazendo parte dela... porque quando a fonte é de água boa todos querem está nela..,"5,0",This company is the right source for me so that I can be part of it... because when the source is good water everyone wants to be there...,"Dealing with your mergers, constructive respect... and knowing that the secret of a company is knowing how to recognize its employee in the right way..."
1366,"A abertura, ambiente descontraido e beneficios agressivos. Salarios e politica de benegicos mto atraente. Boas possibilidades de movimentacoes entre unidades de negócio","Processo de promoção lento, muito tempo para se provar que esta apto para o proximo pipe. Falta de organização em muitos processos. Ritmo frenético","4,0","Slow promotion process, long time to prove yourself fit for the next pipe. Lack of organization in many processes. Frantic pace","The openness, relaxed environment and aggressive benefits. Very attractive salary and benefit policy. Good possibilities for movement between business units"
1367,"As pessoas que trabalham comigo na loja eram excelente e deixavam o ambiente de trabalho melhor . Adorava trabalhar com os produtos da empresa , produtos de qualidade.","A dona era desumana,nunca reconhecia os esforços da equipe sempre criticando. Empresa sem nenhum benefício e nenhuma motivação ou reconhecimento. A não ser em relação ao dono da marca de proporcionava premiação, porque a franqueada estava nem aí pra os funcionários.","2,0","The owner was inhuman, never recognizing the efforts of the team always criticizing. Company with no benefits and no motivation or recognition. Except in relation to the owner of the brand that provided prizes, because the franchisee didn't care about the employees.","The people who work with me at the store were excellent and made the work environment better. I loved working with the company's products, quality products."
1368,Valorização das pessoas e benefícios tanto para funcionários quanto para dependentes do mesmo. Respeito a jornada de trabalho e qualidade de vida. Ambiente de trabalho agradável e com respeito.,"A relação interpessoal conta mais que o resultado de um funcionário. Participação de resultados baixa em comparação a outras empresas de porte similar. Diferença de trabalho, cobrança e resultados em diferentes sites do grupo.","5,0","The interpersonal relationship counts more than the result of an employee. Low profit sharing compared to other companies of similar size. Difference in work, billing and results in different sites of the group.",Valuing people and benefits for both employees and their dependents. I respect the workday and quality of life. Pleasant and respectful work environment.
1369,"Flexibilidade para intervalos, conforto pra trabalhar. Funcionário é tratado muito bem e sem diferenças por setor de hierarquia. Chefes muito acessíveis.",Alguns superiores se sentem melhores que os outros e por isso xingam e gritam com muita frequência. Questão religiosa muito a frente e isso prejudica o funcionamento.,"4,0",Some superiors feel better than others and that's why they curse and scream very often. Religious issue very much ahead and this impairs the functioning.,"Flexibility for breaks, comfort to work. Employee is treated very well and without differences by sector of hierarchy. Very approachable bosses."
1370,"Pacote de benefícios muito atraente, com PPR e home-office, além de VR, VA e todos os benefícios que uma grande empresa pode oferecer. A presidência se preocupa em manter constante comunicação com os funcionários e o RH organiza eventos interessantes, como festa junina e reuniões de time em lugares legais.","O ciclo de pessoas é capaz de esmagar sua autoestima profissional. Os chefes se reúnem para avaliar as pessoas, mesmo sem ter embasamento para isso. Se destacam apenas os profissionais que se vendem bem e se preocupam em almoçar com os gerentes, por exemplos. Perfis mais tímidos ou não tão corporativos, como caso de profissionais de criação, por exemplo, que não têm números a mostrar, são visivelmente prejudicados. O seu trabalho acaba sendo preterido pela imagem que você tem para quem ""importa"". Em áreas específicas, há pouca orientação de como agir, e profissionais que agem mais livremente, sem um gestor em cima, acabam um pouco prejudicados, tudo tem que ser muito bem arquitetado para receber uma boa nota no ciclo. Isso afeta a verdadeira colaboração e vontade de fazer bem seu trabalho.","3,0","The cycle of people is capable of crushing your professional self-esteem. Bosses get together to evaluate people, even without having the basis for doing so. Only professionals who sell themselves well and bother to have lunch with managers, for example, stand out. More timid or not so corporate profiles, such as creative professionals, for example, who don't have numbers to show, are visibly harmed. Your work ends up being neglected by the image you have for those who ""import"". In specific areas, there is little guidance on how to act, and professionals who act more freely, without a manager on top, end up a little harmed, everything has to be very well designed to receive a good grade in the cycle. This affects true collaboration and willingness to do your job well.","Very attractive benefits package, with PPR and home office, in addition to VR, VA and all the benefits that a large company can offer. The presidency is concerned with maintaining constant communication with employees and HR organizes interesting events, such as June parties and team meetings in nice places."
1371,"um ponto positivo é os treinamentos que sao dados onde aprendemos muito em como lidar com os clientes e atende-los da melhor forma. Nesses treinamentos aprendemos muito sobre peodutos e a historia da empresa, levando assim conhecimento para nosso cliente. outro ponto positivo e o fato de a empresa ser acessivel e ajudar no desenvolvimento dos funcionarios.",comissão muito baixa e poucos benefícios. isso acaba desanimando muito os funcionarios. Tambem existe pouca perspectiva de crescimento na empresa.,"4,0",very low commission and few benefits. This ends up discouraging the employees a lot. There is also little prospect of growth in the company.,"a positive point is the training that is given where we learn a lot on how to deal with customers and serve them in the best way. In these trainings we learned a lot about pipelines and the history of the company, thus bringing knowledge to our client. another positive point is the fact that the company is accessible and helps in the development of employees."
1372,"Motiva os funcionarios com treinamentos, palestras, trabalha arrumada maquiada, cheirosa, temos um vinculo gostoso com cliente, isso e gratificante","Alem de ter gostado de trabalhar na empresa, por ser uma empresa reconhecida, um dos criterios que precisa ser melhorado é o salario e reconhecer o valor dos seus colaboradores","4,0","In addition to having enjoyed working at the company, as it is a recognized company, one of the criteria that needs to be improved is the salary and recognizing the value of its employees.","Motivates employees with training, lectures, works tidy, makeup, smelling, we have a nice bond with the customer, this is rewarding"
1373,"Bons benefícios como VA e VR, além da PLR, pessoas boas e com vontade de fazer o negócio acontecer. Estrutura excelente com bons escritórios.","Uma empresa que mesmo tendo 11 mil funcionários, continua tendo um mindset familiar. Liderança ""egocêntrica"" trabalha para o seu próprio umbigo e não para o crescimento da empresa em geral.","4,0","A company that, despite having 11,000 employees, continues to have a family mindset. ""Egocentric"" leadership works for its own navel and not for the growth of the company at large.","Good benefits like VA and VR, in addition to PLR, good people willing to make the business happen. Excellent structure with good offices."
1374,"A empresa possuí um ótimo pacote de benefícios, diversos programas de auxílio para diferentes necessidades dos funcionários, um bom ambiente de trabalho e uma excelente cultura corporativa com líderes engajados.","As principais oportunidades internas geralmente já tem candidatos acertados, o que torna a abertura das vagas mera formalidade e acaba causando um mal estar desnecessário para quem decide candidatar-se.","4,0","The main internal opportunities usually already have successful candidates, which makes opening vacancies a mere formality and ends up causing unnecessary discomfort for those who decide to apply.","The company has a great benefits package, several assistance programs for different employee needs, a good work environment and an excellent corporate culture with engaged leaders."
1375,"Quadro de pessoal muito robusto, sempre valorizando a boa convivência entre todos os colaboradores. Franquia Familiar valorizando os aspectos pessoais de cada indivíduo.","Falta organização nos setores. Há uma comunicação ineficaz a qual atrasa os processos. Mas ainda assim é um ambiente de trabalho favorável para evolução profissional. Quem busca experiência, deve embarcar.","4,0",There is a lack of organization in the sectors. There is ineffective communication which delays processes. But it is still a favorable work environment for professional development. Those looking for experience should go on board.,"Very robust staff, always valuing good coexistence among all employees. Family Franchise valuing the personal aspects of each individual."
1376,"Pra quem gosta do assunto ""beleza"" é um ótimo lugar, tem desconto para funcionários, vale alimentação, transporte, plano dentário e plano de saúde.","Carga horária de 08:20, muita cobrança, metas difíceis, muita fofoca dentro de loja, trabalha domingo por 8h, se expressar sua opinião sobre algo errado é mandado embora.","3,0","Workload of 08:20, a lot of demand, difficult goals, a lot of gossip inside the store, he works Sunday for 8am, if he expresses his opinion about something wrong he is sent away.","For those who like the subject ""beauty"" it is a great place, it has a discount for employees, food vouchers, transportation, dental insurance and health insurance."
1377,"Desconto de 45%nos produtos chance de crescimento prémios bonificação,viagens bem movimentada mesmos nas épocas de baixo fluxo no comercio.","Algumas lojas não possui operador de caixa temos que realizar as duas funções,o pessoal da limpeza é tercerizado vão a cada 15 dias nas lojas,temos que realizar a limpeza da loja tbm nesse periodo","5,0","Some stores do not have a cashier, we have to perform both functions, the cleaning staff is outsourced, they go to the stores every 15 days, we also have to clean the store during this period","45% discount on products chance of growth bonus premiums, very busy trips even in times of low commercial flow."
1378,"Clima entre os vendedores e caixas é bem legal, a empresa busca varias formas de manter uma remuneração variável para estimular as vendas entre a equipe.","Cobrança por parte da supervisão para o aringimento das metas, muitas vezes, essas cobranças ultrapassavam o respeito. Outro ponto negativo são as constantes mudanças de vitrine, pois muitas delas são complexas.","4,0","Requirement by supervision to achieve goals, many times, these demands exceeded respect. Another negative point is the constant window changes, as many of them are complex.","The atmosphere between salespeople and cashiers is pretty cool, the company is looking for different ways to maintain a variable remuneration to stimulate sales among the team."
1379,"Cultura, respeito ao time, clima de trabalho, valores e propósito. É uma empresa bastante transparente, que dá muita autonomia ao colaborador.",O ritmo de trabalho é bem intenso e o volume de atividades alto. Workload de trabalho poderia ser melhor distribuído e balanceado. Mas nada grave..,"5,0",The pace of work is very intense and the volume of activities high. Workload could be better distributed and balanced. But nothing serious...,"Culture, respect for the team, work climate, values ​​and purpose. It is a very transparent company, which gives a lot of autonomy to the employee."
1380,"Empresa familiar e com ótimos benefícios, possui plano de carreia e treinamento oara os funcionários. Uma empresa acolhedora sempre visando o bem estar dos funcionários.",Na minha opinião nem ponto negativo uma empresa que sempre está de braços aberto para o funcionário. O motivo do meu desligamento foi por conta do meu filho que é pequeno.,"5,0","In my opinion, not even a negative point a company that is always with open arms for the employee. The reason for my resignation was because of my son who is small.","Family business with great benefits, has a career plan and training for employees. A welcoming company always aiming at the well-being of employees."
1381,"Salário bom, operador muito humano e ótimo ambiente .",Poderia haver um plano de carreira e mais reconhecimento .,"4,0",There could be a career path and more recognition.,"Good salary, very human operator and great environment."
1382,"O clima de forma geral é muito bom, assim como a remuneração dentro dos níveis hierárquicos. Deve-se destacar que existem unidades de negócio e alguns benefícios não se estendem a todas elas.","- Em termos de benefícios, a unidade Multi B não possui PLR equivalente às demais (representa apenas metade das outras), assim como não possui vale alimentação (disponível também nas demais); - A gerência não possui maturidade suficiente para absorver os problemas e repassar ao time de forma ""controlada"", perfil do gestores é extramente novo. Não possuem bagagem suficiente para suas posições atuais. Não consigo dizer que me espelho em algum gerente da unidade; - Infelizmente a unidade Multi B não reflete o perfil do Grupo Boticário, as pessoas são extremamente políticas, buscando o tempo todo se mostrar e agradar aos seus gestores, evitando questioná-los mesmo nos momentos em que se sabe que estão errados.","2,0","- In terms of benefits, the Multi B unit does not have PLR ​​equivalent to the others (represents only half of the others), nor does it have food vouchers (also available in the others); - The management is not mature enough to absorb the problems and pass them on to the team in a ""controlled"" way, the profile of the managers is extremely new. They don't have enough luggage for their current positions. I cannot say that I look up to any unit manager; - Unfortunately the Multi B unit does not reflect the profile of Grupo Boticário, people are extremely political, constantly seeking to show off and please their managers, avoiding questioning them even when it is known that they are wrong.","The climate in general is very good, as well as the remuneration within the hierarchical levels. It should be noted that there are business units and some benefits do not extend to all of them."
1383,Os produtos e todo o fundamento do que é criado pelo próprio O Boticário para a maior satisfação do cliente e de todos os funcionários da empresa.,"Algumas funcionalidades das funções exercidas dentro da empresa. Principalmente quanto algumas gerências dentro da própria empresa que focam em algumas pessoas e deixam outras de ""lado""","4,0","Some functionalities of the functions carried out within the company. Especially as some management within the company itself that focus on some people and leave others ""aside""",The products and the entire foundation of what is created by O Boticário for the greatest satisfaction of the customer and all the company's employees.
1384,"A empresa é muito acolhedora e tem um ambiente muito descontraído e bom de se trabalhar, recomendo a qualquer um que esteja iniciando uma carreira de trabalho começar como estoquista de uma empresa como O Boticário","O único ponto negativo que acho da franquia onde trabalho é o salário de 1014,00 mensais, para o cargo de almoxarife o salário médio costuma ser de 1409,00.","4,0","The only negative point I think about the franchise where I work is the monthly salary of 1014.00, for the position of storekeeper the average salary is usually 1409.00.","The company is very welcoming and has a very relaxed and good environment to work in, I recommend anyone who is starting a career to start working as a stockist at a company like O Boticário"
