,pros,contras,rates,contras_en,pros_en
1914,Capacidade de dar oportunidade de Crescimento e Desenvolvimento dos funcionários.,Nenhuma reclamação. Nada a declarar.,"4,0",No complaints. Nothing to declare.,Ability to provide opportunities for employee growth and development.
1915,"ambiente tranquilo... oportunidades diversas principalmente para iniciante, alimentacao apesar de rapida mais lanches leves, oportunidades de crescimento",alta rotatividade salario baixo empresa nao muito flexivel em relacao a horarios e muito burocratica em quesitos simples e falta de treinamentos,"3,0",high turnover low salary company not very flexible in terms of hours and very bureaucratic in simple matters and lack of training,"peaceful environment... diverse opportunities mainly for beginners, food although fast plus light snacks, opportunities for growth"
1916,"Experiências novas, amizades, aprendizado constante, entrosamento com a equipe, e com alguns supervisores. Em si a empresa não é tão ruim........","Chefia pouco compreensiva, muita pressão psicológica.","3,0","Uncomprehending management, a lot of psychological pressure.","New experiences, friendships, constant learning, getting along with the team and with some supervisors. In itself the company is not so bad........"
1917,"Oportunidade de crescer profissionalmente,conciliar com os estudos e ambiente jovem descontraído horários flexíveis oportunidade para candidatos sem experiência.",Salário baixo e cobrança excessiva. Os benefícios são baixos com por exemplo o ticket alimentação desorganização e falta de Impatia com o funcionário,"3,0","Low salary and excessive charge. The benefits are low, for example, the food ticket, disorganization and lack of Impathy with the employee","Opportunity to grow professionally, reconciling with studies and a relaxed young environment flexible hours opportunity for candidates with no experience."
1918,"plano de saude , oportunidade de crescimento e nao atrasa o pagamento. treinamentos sempre. oportunidade para todos sem discriminação de idade ou sexo",paga pouco e exige muito. equipamentos mal conservados. muita pressão nos operadores. descontos abusivos no salario.,"5,0",pays little and demands a lot. poorly maintained equipment. a lot of pressure on the operators. abusive deductions from wages.,"health plan, opportunity for growth and does not delay payment. trainings always. Opportunity for all without age or gender discrimination"
1919,"Oportunidade para quem ficou fora do mercado durante muito tempo, pagamento em dia, clima corporativo descontraído, boas amizades, abertura para ideias, RV e transporte e foram super solícitos quando precisei me desligar para mudar de cidade buscar outras oportunidades.","por ter lidado com cobrança sinto que deveria ter um suporte psicológico e melhor Pressão por metas exagerada, treinamento para lidar com as situações que aparecem na função, o sistema de seleção para cargos mais altos não é transparente e fica uma sensação de escolhas já pré determinadas.","4,0","for having dealt with demands I feel that I should have psychological support and better Pressure for exaggerated goals, training to deal with situations that appear in the function, the selection system for higher positions is not transparent and there is a feeling of predetermined choices .","Opportunity for those who stayed out of the market for a long time, payment on time, relaxed corporate climate, good friendships, openness to ideas, RV and transportation and they were super helpful when I needed to leave to move to another city to look for other opportunities."
1920,Muitas oportunidades de crescimento em todos os segmentos e setores da corporação. Uma empresa de customer experience que constrói relações entre as marcas e os seus consumidores. A primeira all-line do Brasil. Nós temos soluções on-line e off-line para sua marca oferecer a melhor experiência de atendimento ao consumidor.,"Não encontrei pontos negativos. Excelente empresa, Uma empresa de customer experience que constrói relações entre as marcas e os seus consumidores. A primeira all-line do Brasil. Nós temos soluções on-line e off-line para sua marca oferecer a melhor experiência de atendimento ao consumidor.","5,0","I found no negative points. Excellent company, A customer experience company that builds relationships between brands and their consumers. The first all-line in Brazil. We have online and offline solutions for your brand to offer the best customer service experience.",Many opportunities for growth in all segments and sectors of the corporation. A customer experience company that builds relationships between brands and their consumers. The first all-line in Brazil. We have online and offline solutions for your brand to offer the best customer service experience.
1921,"A empresa oferece oportunidades de crescimento , tem um bom ambiente de trabalho, possui uma boa area de refeição, deixa fazer seu trabalho sem pressão.","O RH precisa mais de organização para fazer planejamento de folgas para os técnicos, os computadores poderiam ser renovados e as cadeiras subtituidas por novas.","4,0","HR needs more organization to plan breaks for technicians, computers could be renovated and chairs replaced with new ones.","The company offers opportunities for growth, has a good working environment, has a good dining area, lets you do your work without pressure."
1922,"Pontualidade no pagamento Canal Direto acessível (para denúncias e reclamações) Reconhecimento de funcionários Treinamentos e reciclagens sobre novos procedimentos Oportunidade para subir na carreira Descontos em cursos profissionalizantes, técnicos e superiores Descontos em parques aquáticos e de diversões Espaço de diversão para os funcionários com sinuca (bilhar), totó e mesa de ping-pong dentro da empresa, de graça! É uma empresa séria Horários flexíveis","Alguns funcionários em cargos mais elevados não parecem saber bem o que fazem e até admitem terem sido ""jogados lá pra aprender sozinhos"". Isso atrapalha o rendimento da equipe, pois é com o gestor que podemos tirar dúvidas que não estão no procedimento padrão.","5,0","Some higher-up employees don't seem to know what they're doing and even admit to being ""thrown in there to learn on their own."" This interferes with the team's performance, as it is with the manager that we can clarify doubts that are not part of the standard procedure.","Punctual payment Accessible Direct Channel (for denouncements and complaints) Employee recognition Training and refresher courses on new procedures Opportunity to move up the career ladder Discounts on vocational, technical and higher education courses Discounts on water and amusement parks Fun space for employees with pool table ( billiards), foosball and ping-pong table inside the company, for free! It's a serious company Flexible hours"
1923,"Estruturada, paga em dia, variedade de produtos e posições de trabalho, oportunidade de crescimento de cargo rápido (algumas oportunidades de sair da linha).","Tem os mesmos problemas que a maioria das empresas de telemarketing, certa desorganização, VR baixo, treinamento muito curto, cobrança acima das possibilidades de operação.","3,0","It has the same problems as most telemarketing companies, a certain amount of disorganization, low VR, very short training, billing above operating possibilities.","Structured, pays on time, variety of products and work positions, opportunity for rapid job growth (some opportunities to step out of line)."
1924,"Pagamento em dia. Ambiente bom e sem pressão por ser operação offline. Bons gestores, colegas pra vida toda, liberdade, banco de horas e horas extras.","RH péssimo. Coordenadores igualmente ruins. Péssima gestão da equipe, os supervisores faziam tudo sozinhos. O time de supervisores merecem todo o mérito","2,0","Horrible HR. Equally bad coordinators. Poor team management, supervisors did everything themselves. The team of supervisors deserve all the credit","Payment on day. Good environment and no pressure for offline operation. Good managers, colleagues for life, freedom, bank hours and overtime."
1925,"Ótima empresa, não atrasa salário, benefícios de acordo com o mercado, local de trabalho próximo ao metrô. Ótima localização... Treinamento legal","Gestores incompetentes para atuar na área. Canal direto não serve pra nada.. ambiente sujos, água com gosto ruim, a entrada da empresa você morre com falta de ar de tanta gente fumando entre dentro e fora da empresa.","3,0","Incompetent managers to work in the area. Direct channel is useless... dirty environment, water with bad taste, at the entrance of the company you die of shortness of breath with so many people smoking between inside and outside the company.","Great company, does not delay salary, benefits according to the market, workplace close to the subway. Great location... Cool training"
1926,"Os outros funcionários são super gente boa,ótimo lugar para aprender a trabalhar em equipe e a inibir os próprios preconceitos,pois existem pessoas muito diferentes trabalhando.","O horário muda praticamente todo mês pra muitos dos funcionarios,um mês eu entrava as 15hrs e outro as 16hrs,ppde não parecer muita coisa,mas pra quem depende de ônibus é uma tortura.","3,0","The schedule changes practically every month for many of the employees, one month I would start at 3 pm and the other at 4 pm, which doesn't seem like much, but for those who depend on the bus it's torture.","The other employees are super nice people, a great place to learn how to work as a team and to overcome your own prejudices, as there are very different people working there."
1927,"experiencia profissional adquirida é um dos pontos fortes em se trabalhar na empresa. pois como sendo primeiro emprego, ajuda muito para o mercado de trabalho","baixo salario, e muita cobrança de metas impossíveis de serem batidas. O funcionário por mais que se dedique não tem oportunidade de crescimento.","2,0","low salary, and a lot of demands for goals that are impossible to beat. The employee, no matter how dedicated he is, has no opportunity for growth.","Acquired professional experience is one of the strengths of working at the company. because as a first job, it helps a lot for the job market"
1928,"Ambiente de trabalho agradável, bons profissionais tanto na operação quanto na supervisão, boas condições de trabalho e comissão fáceis de conseguir","Não tem plano de carreira para os funcionários, não tem plano de saúde, não tem facilidade para mudar o horário nas operações e não tem bons benefícios.","3,0","It doesn't have a career plan for employees, it doesn't have a health plan, it's not easy to change operating hours and it doesn't have good benefits.","Pleasant work environment, good professionals both in the operation and in supervision, good working conditions and easy commissions to be obtained"
1929,"Os beneficios que a empresa oferece, plano de sáude bom,participação de lucros, plano odontologico. As oportunidades de muda de cargo","Salario baixo, ambiente de trabalho não è bom, nao te mandam embora e praticamente voce não tem outra alternativa que não seja pedir conta.","2,0","Low salary, working environment is not good, they don't send you away and you practically have no alternative but to ask for an account.","The benefits that the company offers, health plan with, profit sharing, dental plan. Job change opportunities"
1930,"pontualidade no pagamento dos funcionários e valor da comissão. chefes bem próximos e amigões, lá da pra construir uma familia e crescer se a pessoa quiser.","acredito que pelo porte da empresa os processos seletivos se tornaram um pouco mais complicados, o que deveria melhorar, outro ponto é a padronização do fardamento.","4,0","I believe that due to the size of the company, the selection processes have become a little more complicated, which should improve, another point is the standardization of uniforms.","punctuality in payment of employees and amount of commission. very close bosses and friends, there you can build a family and grow if the person wants to."
1931,"Salário não atrasa, carga horária,premiação,plano de saúde,fiz boas amizades contax para vida no início é uma boa para dá partido na vida desenvolvi uma boa dicção","Cobrança abusiva de metas pouco tempo de almoço ,atendimento Rh péssimo,gestores arrogantes pouco humanizados ,pausa banheiro não existe ,poucas oportunidades de crescimento","4,0","Excessive collection of goals, short lunch time, poor Rh service, arrogant managers who are not very humanized, bathroom breaks do not exist, few opportunities for growth","Salary doesn't delay, workload, awards, health plan, I made good friends Contax for life at the beginning is a good one to enjoy life I developed a good diction"
1932,"Não atrasa salario, ele e depositado no dia primeiro do mês, existe um caixa eletrônico no própria empresa.....................................................................................................",salario um pouco abaixo.,"4,0",salary a little lower.,"It does not delay salary, it is deposited on the first of the month, there is an ATM in the company itself................................. .................................................................. ....................."
1933,"Oportunidade de Crescimento, Pagamento correto e em dia, Ótimo clima organizacional. A empresa dá treinamento, mesmo que as vezes superficial, mas das empresas que passei foi a que mais investiu na minha preparação.","Metas mal planejadas das quais mudam o tempo todo, de um mês para o outro em função da necessidade dos seus clientes. Trocas constantes de supervisão, o que torna o trabalho a curto prazo e não a longo prazo.","4,0","Badly planned goals that change all the time, from one month to the next depending on the needs of your customers. Constant changes of supervision, which makes the work short-term rather than long-term.","Opportunity for Growth, Correct and timely payment, Great organizational climate. The company provides training, even if superficially at times, but of the companies I went through, it was the one that invested the most in my preparation."
1934,"Amigos, aprendizado sem falar nas experiencia que vc aprende otima empresa para quem inicia no mercado de trabalho para poder ter conhecimentos do mercado de trabalho","Melhoria nos equipamentos da empresa , locais de alimentacao, sem deixar de falar seleção mais classificada, para poder termos mais qualidades no serviço","3,0","Improvement in the company's equipment, food outlets, without forgetting to mention a more classified selection, in order to have more quality in the service","Friends, learning not to mention the experiences you learn great company for those starting in the job market to be able to have knowledge of the job market"
1935,"Valorização do profissional, oportunidades de crescimento, convênio com faculdades, pagamento dos salários em dia, participação nos lucros...","Valores dos benefícios são baixos, mas bem acima das demais empresas do ramo. Falta de compromisso dos novos funcionários com a empresa dificulta o crescimento da empresa.","5,0","Benefit values ​​are low, but well above other companies in the field. New employees' lack of commitment to the company hinders the company's growth.","Valuing the professional, opportunities for growth, agreements with colleges, payment of salaries on time, profit sharing..."
1936,"Boa empresa para se começar a carreira, boas oportunidades de crescimento, pagamento de salário e benefícios (Vale transporte, vale alimentação) em dia, fácil acesso, boa diversidade, bom lugar para apender e evoluir diante das dificuldades.","Apesar de não ter o que reclamar de nenhum supervisor pois todos eram sempre flexíveis, porém percebi que Alguns Coordenadores e Gerente de Operações não eram bons profissionais, muitas vezes levando as coisas para o lado pessoal (mas toda empresa tem isso), algumas políticas de RH são burocráticas e não há retorno quando você não passa nas vagas internas. Espero que com a restruturação que a empresa está passando isso seja resolvido!","3,0","Despite not having anything to complain about any supervisor as everyone was always flexible, however I noticed that some Coordinators and Operations Manager were not good professionals, often taking things personally (but every company has that), some HR are bureaucratic and there is no return when you don't pass the internal vacancies. I hope that with the restructuring that the company is going through this will be resolved!","Good company to start a career, good opportunities for growth, salary and benefits payment (transport voucher, food voucher) on time, easy access, good diversity, good place to learn and evolve in the face of difficulties."
1937,"Pagamento sem atraso, local tranquilo de trabalhar. Ótima empresa para primeiro emprego ou pra quem busca recolocação no mercado de trabalho.","O ticket refeição é restrito durante o período de experiência para ser utilizado somente dentro da empresa, só tem uma lanchonete e as máquinas. Os lanches são caros, aos domingos e feriados a lanchonete não funciona depois do meio dia.","4,0","The meal ticket is restricted during the trial period to be used only within the company, there is only one snack bar and the machines. Snacks are expensive, on Sundays and holidays the snack bar is closed after noon.","Payment without delay, quiet place to work. Great company for first job or for those looking for replacement in the job market."
1938,"Carga horária compatível com o tipo de serviço prestado á empresa, telemarketing, 6 horas por dia... seguro de vida e benefícios como planos de saúde","A empresa não respeita os funcionários, impõe regras absurdas e abusivas, ocorrência de humilhação e muito estresse dentro do ambiente de trabalho","1,0","The company does not respect employees, imposes absurd and abusive rules, humiliation and a lot of stress within the work environment","Workload compatible with the type of service provided to the company, telemarketing, 6 hours a day... life insurance and benefits such as health plans"
1939,Ela é boa oportunidade para quem está começado no mercado de trabalho; também há uma grande possibilidade de formação de amizades que se podem prolongar por anos...,"salário abaixo do esperado para a função, muita pressão proveniente de superiores, trabalho degradante que beira o ferimento dos direitos humanos.","2,0","salary below expectations for the function, a lot of pressure from superiors, degrading work that borders on the violation of human rights.",It is a good opportunity for someone new to the job market; there is also a great possibility of forming friendships that can last for years...
1940,Ambiente e funcionários.,Pressão e desigualdade no trato aos funcionários.,"3,0",Pressure and inequality in the treatment of employees.,Environment and staff.
1941,"Ambiente de trabalho e disponibilidade de horários: Planos de Carreira,benefícios, estrutura da organização,liderança e cordialidade dos operadores, bonificação.Os benefícios são legais.","Crescimento profissional, Metas altas,pressão,tempo de pausa muito curto pra comer e descansar. Trabalhamos horas seguidas pra ter 20 minutos de pausa e ter a obrigação de comer com pressa, ou de não podermos usar o banheiro durante o expediente","3,0","Professional growth, high goals, pressure, very short break time to eat and rest. We work for hours in a row to have a 20-minute break and have to eat in a hurry, or not be able to use the bathroom during working hours.","Work environment and availability of schedules: Career Plans, benefits, organization structure, leadership and cordiality of operators, bonus. The benefits are legal."
1942,"otima empresa ,organizada, ótimo local de trabalho, supervisores qualificados, trabalhava com um produto muito bom onde auxiliava muito os clientes nos procedimentos bancários onde ps mesmos saiam satisfeitos",somente no crescimento dentro da emppresa que era muito lento e quase nunca sabiamos quando existia processo seletivo para participarmos o crescimento que tinhamos era so para a pa,"5,0",only in the growth within the company which was very slow and we almost never knew when there was a selection process for us to participate in the growth we had was just for the pa,"great company, organized, great workplace, qualified supervisors, worked with a very good product where it helped customers a lot in banking procedures where they left satisfied"
1943,"Ótimo Grupo de trabalho, onde você se sente bem contando com amigos e patrões atenciosos e sempre bem dispostos aajudar e a cooperar com seu desenvolvimento.",Benefícios ruins; Poderiam trabalhar com empresas melhores que por sua vez agregariam produtos e srviços melhores ao seus colaboradores e suas famílias.,"4,0",Bad benefits; They could work with better companies that in turn would provide better products and services to their employees and their families.,"Great work group, where you feel good having friends and attentive bosses who are always willing to help and cooperate with your development."
1944,"Desenvolvimento motivacional , campanhas para operadores Mais educação e desenvolvimento extensivo para quem possui mais de 3 anos","Desligamento Desenvolvimento motivacional , campanhas para operadores Mais educação e desenvolvimento extensivo para quem possui mais de 3 anos (sicl)","5,0","Termination Motivational development, campaigns for operators More education and extensive development for those over 3 years old (sicl)","Motivational development , operator campaigns More education and extensive development for those aged 3+"
1945,"Oportunidades, líderes, infraestrutura, gosto bastante de trabalhar lá, saí da PA para a supervisão, o time é unido e bem estruturado e é a melhor coisa que aconteceu pra mim","Alguns profissionais precisam de treinamento, recrutamento. Um foco mais detalhado no recrutamento seria bacana, visto que algumas pessoas não são tão preparadas para o atendimento.","5,0","Some professionals need training, recruitment. A more detailed focus on recruitment would be nice, as some people are not as prepared for customer service.","Opportunities, leaders, infrastructure, I really enjoy working there, I left PA for supervision, the team is united and well structured and it is the best thing that has happened to me"
1946,"Ambiente de trabalho muito agradável. Instalações da empresa são boas, modernas e confortáveis. Clima organizacional descontraído, alegre e jovial.","Localização muito afastada das principais vias de acesso à cidade, tornando-se um pouco perigosa por estar ficada em local com baixo movimento nas ruas.","4,0","Location very far from the main access roads to the city, making it a little dangerous as it is located in a place with low traffic on the streets.","Very pleasant work environment. Company facilities are good, modern and comfortable. Relaxed, cheerful and jovial organizational climate."
1947,"Empresa com grande número de vagas oferecidas, oportunidade de primeiro emprego, não são todas as operações que precisam de um currículo com muitas qualificações.","Ruim para quem quer crescer numa Empresa, muito favoritismo, pessoas que puxam saco ou mantém um relacionamento além do profissional com gestores tem preferência para serem promovidas, merecimento não é muito valorizado.","1,0","Bad for those who want to grow in a Company, a lot of favoritism, people who kiss ass or maintain a relationship beyond the professional with managers have preference to be promoted, merit is not very valued.","Company with a large number of vacancies offered, first job opportunity, not all operations need a resume with many qualifications."
1948,"Ótima equipe, sempre buscando melhorar e capacitar o profissional Uma ótima empresa para quem quer dar o ponta pé inicial na área de Trade Marketing","Descontos dos benefícios são um pouco a mais Do que o esperado, má organização em processos financeiros, apenas isso e nada mais obrigado . .","5,0","Benefit discounts are a little more Than expected, poor organization in financial processes, just that and nothing more thank you . .","Great team, always looking to improve and train professionals A great company for those who want to get started in the area of ​​Trade Marketing"
1949,"Ambiente dinâmico, instalações limpas e arejadas, pagto em dia.Ambiente dinâmico, instalações limpas e arejadas, pagto em dia. é isso aí . Obrigada","Salário, horário, plano de carreira...","4,0","Salary, hours, career path...","Dynamic environment, clean and airy facilities, paid on time. Dynamic environment, clean and airy facilities, paid on time. that's it . Thanks"
1950,"Planos de Carreira,benefícios, estrutura da organização,liderança e cordialidade dos operadores, bonificação.Os benefícios são legais. Ajudam a quem não pode pagar fora um dentista. O único ruim é que demora demais para obtermos esse benefício.","Metas altas,pressão,tempo de pausa muito curto pra comer e descançar. Trabalhamos horas seguidas para ter 20 minutos de pausa e ter a obrigação de comer com pressa, ou de não podermos usar o banheiro durante o expediente","3,0","High goals, pressure, very short break time to eat and rest. We work for hours in a row to have a 20-minute break and have to eat in a hurry, or not be able to use the bathroom during working hours.","Career Plans, benefits, organization structure, leadership and cordiality of the operators, bonuses. The benefits are legal. They help those who cannot afford a dentist. The only bad thing is that it takes too long for us to get that benefit."
1951,Tudo que quiser a empresa oferece oportunidades,Nenhum que eu tinha nha observado. A empresa e bem estruturada,"5,0",None that I had observed. The company is well structured,Everything you want the company offers opportunities
1952,"Pontualidade no pagamento, ambiente de trabalho agradável, flexibilidade de horários, carga horária compatível com a atividade de atendente.","Falta de pagamento de variáveis, falta de pagamentos de acordo com as funções exercidas, desvio de função, demora e redução do pagamento de valores dos acordos coletivos.","1,0","Non-payment of variables, non-payment according to the functions performed, role deviation, delay and reduction in the payment of collective bargaining agreements.","Punctual payment, pleasant work environment, flexible hours, workload compatible with the activity of an attendant."
1953,"A EMPRESA POSSUI plano de saúde, plano odontológico, seguro de vida, alimentação, auxílio transporte, paga em dias, tem acesso fácil, com boa localização e ambiente limpo.","o trabalho se torna exaustivo, pois as horas de trabalho são todas atendendo ligações com os mesmos assuntos, os movimentos são repetitivos tendo grandes possibilidades de LER","3,0","the work becomes exhausting, as the working hours are all answering calls with the same subjects, the movements are repetitive, having a high possibility of RSI","THE COMPANY HAS a health plan, dental plan, life insurance, food, transport allowance, paid in days, has easy access, with a good location and clean environment."
1954,"Várias vagas, bom para primeiro emprego clt, boa localização da empresa, local para descanso, venda interna para lanches e café. Somente issom","Falta de oportunidades, como toda empresa de baixo salário, grande quantidade de trabalho, baixo benefícios, não tem nenhum tipo de motivação ao funcionário.","1,0","Lack of opportunities, like any low-wage, high-volume, low-benefit company, has no employee motivation.","Several vacancies, good for first clt job, good location for the company, place to rest, internal sale for snacks and coffee. only that"
1955,"Pagamento na data correta, horario de pausas respeitado, computadores em bom estado para trabalhar, e manutenção de equipamento de trabalho rapido","falta de oportunidade em processos seletivos;supervisores despreparados, não tem ginastica laboral como tinha antigamente, não tem atendimento ao rh presencial mais para funcionarios somente por telefone","3,0","lack of opportunity in selection processes; unprepared supervisors, there is no labor gymnastics as there used to be, there is no face-to-face HR service, but for employees only by phone","Payment on the correct date, respected break times, computers in good working order, and fast work equipment maintenance"
1956,Entrei como operadora. Sai como Supervisora. A empresa me deu oportunidades de crescimento por meio dos processos seletivos. O grande numero de aplicativos simultâneos me possibilitou uma ampla visão sistêmica do negócio e da importância de cada um da equipe. Eu me sinto segura profissionalmente para qualquer desafio por conta de todo aprendizado que a experiencia me proporcionou.,"Eu fiz um processo seletivo, fui aprovada, fiz treinamento e esperei durante um ano por uma vaga que nunca veio, isso gerou muito transtornos emocionais, não havia motivos para não ser promovida, os meus indicadores sempre foram excelentes, se não havia a vaga, por que fizeram processo seletivo? Depois de um tempo, eu fiz outro processo e virei supervisora, fui trabalhar num produto onde não havia feedback da coordenação, mesmo assim, eu busquei melhoria contínua do meu desempenho, desenvolvimento dos meus operadores, meu histórico era impecável. Ao tirar férias, após mais de um ano, o dia de retorno era o meu aniversário de empresa, minha coordenadora me convidou pra uma reunião pra formalizar a minha demissão. Como é que demite a pessoa no retorno das férias e no dia do aniversário de empresa, sem nunca ter me dado feedback, então eu saí muito magoada. Eu amava a empresa, trabalhava com o coração.","3,0","I went through a selection process, I was approved, I did training and I waited for a year for a vacancy that never came, this caused a lot of emotional upheaval, there was no reason not to be promoted, my indicators were always excellent, if there was no vacancy, why did you do the selection process? After a while, I did another process and became a supervisor, I went to work on a product where there was no feedback from the coordination, even so, I sought continuous improvement in my performance, development of my operators, my track record was impeccable. When I took a vacation, after more than a year, the day I returned was my company anniversary, my coordinator invited me to a meeting to formalize my resignation. How do you fire people when they return from vacation and on the company's anniversary, without ever giving me feedback, so I left very hurt. I loved the company, I worked with my heart.",I joined as an operator. Leave as Supervisor. The company gave me opportunities for growth through selection processes. The large number of simultaneous applications gave me a broad systemic view of the business and the importance of each member of the team. I feel professionally safe for any challenge because of all the learning that the experience has provided me.
1957,"Os benefícios são legais. Ajudam bastantr a quem não pode pagar fora do emprego, por exemplo, um dentista. O único ruim é que demora demais para obtermos esse benefício","A religiosidade e o pouco tempo nas pausas. Trabalhamos horas seguidas para ter 20 minutos de pausa e ter a obrigação de comer com pressa, ou de não podermos usar o banheiro durante o expediente","3,0","Religiosity and the short time on breaks. We work for hours in a row to have a 20-minute break and have to eat in a hurry, or not be able to use the bathroom during working hours.","The benefits are cool. They help a lot to those who cannot pay outside of work, for example a dentist. The only bad thing is that it takes too long to get this benefit"
1958,"Benefícios, salários, a turma é muito legal.",Gestão ruim.,"3,0",Bad management.,"Benefits, salaries, the class is really nice."
1959,Horários com flexibilidade para a realização de outras atividades no mesmo dia. Como a conciliação de estudos e trabalho mesmo tendo pouco tempo de empresa!,A grande rotatividade de funcionários e a troca contínua de gestão algumas vezes traz impactos negativos como a descontinuidade de alguns planos de ação,"3,0","The high turnover of employees and the continuous change of management sometimes have negative impacts, such as the discontinuity of some action plans",Schedules with flexibility to carry out other activities on the same day. How to conciliate studies and work even with little company time!
1960,"Boa diversidade, boas oportunidades pra quem está começando uma carreira e não sabe o que exatamente vai fazer. Ambiente agradável e convidativo.","A tendência é que as funções se tornem monótonas e repetitivas, causando mal estar entre os funcionários, desvios de comportamento. Falta por parte da empresa um incentivo, premiações que não dependam do cliente, por exemplo.","3,0","The tendency is for functions to become monotonous and repetitive, causing discomfort among employees and behavioral deviations. The company lacks an incentive, awards that do not depend on the customer, for example.","Good diversity, good opportunities for those who are starting a career and don't know what exactly to do. Pleasant and inviting environment."
1961,"Não trabalha aos domingos, benefícios. o Atendimento ao colaborador a forma clara como são passadas as informações aos colaboradas, pagamento sempre na data previsto","Salário mediocre, ambiente de trabalho barulhento, plano de carreira é zero. : o valor do vale alimentação é muito baixo para a realidade atual, o plano de sáúde não ser extensivo a familia, entrega de uniforme feita de forma precaria","3,0","Mediocre salary, noisy work environment, career plan is zero. : the value of the food voucher is too low for the current reality, the health plan is not extended to the family, delivery of uniforms done in a precarious way","Does not work on Sundays, benefits. o Employee service the clear way in which information is passed on to employees, payment always on the scheduled date"
1962,"Sim, participaçao no lucro, premiaçao para od colaboraores que se destacam e premiando tambem os supervisores e as vezes sua equipe. Treinamento sempre","Falta de promoçao. Ticket refeiçao/alimentação. muito. pouco, salàrio abaixo, pouca chance de crescimento, e muita falha no sistema no qua trabalha.","2,0","Lack of promotion. Meal/food ticket. very. little, low salary, little chance of growth, and a lot of flaws in the system in which he works.","Yes, profit sharing, rewarding employees who stand out and also rewarding supervisors and sometimes their team. always training"
1963,"Salário em dia, carga horária, relação interpessoal, dinâmica de trabalho desenvolve muito o profissional, fazendo evoluir diante as dificuldades.","Faltam de oportunidade de crescimento para os cargos de coordenação, pouca visibilidade diante outras áreas pouco desenvolvimento pra este cargo.","3,0","Lack of growth opportunities for coordination positions, little visibility in the face of other areas with little development for this position.","Salary on time, workload, interpersonal relationship, work dynamics develop the professional a lot, making him evolve in the face of difficulties."
1964,"Não á atrasa salario, e limpo. Da oportunidades para quem quer realiza dar faculdade pois tem convênios com varias. Crescimento profissional.","Não paga o salario conforme o mercado de trabalho. Nao cumpre com acordos realizados para "" nossa melhoria"" ; Não tem incentivos para que se possa trabalhar bem","3,0","Does not pay wages according to the labor market. Does not comply with agreements made for ""our improvement""; There are no incentives to work well","No salary delay, and clean. It gives opportunities for those who want to go to college because it has agreements with several. Professional growth."
1965,"É uma empresa que ser torna liberal, no ponto vista como gênero, sexualidade e outras formas de liberdade é o horário bem flexível ao seu dia dia.","As vezes ser torna cansativo por conta dos sábado ter ligações ativas e ser torna cansativo psicologicamente, eu acho que também tem os horários aos que alguns novatos chegam já ficam no horário da manhã e os veteranos que querem e pra manhã não vão.","3,0","Sometimes it gets tiring because on Saturdays there are active connections and it becomes psychologically tiring, I think there are also times when some newcomers arrive are already in the morning and the veterans who want to and for the morning don't go.","It's a company that becomes liberal, from the point of view of gender, sexuality and other forms of freedom, the schedule is very flexible to your day to day."
1966,"Conhecer amigos, ambiente super tranquilo e ótimo para trabalhar. Adquiri muitas experiências e sai por motivos pessoais, se não continuaria na empresa.","A empresa deixa a desejar em relação aos benefícios. Os primeiros 3 meses você só tem direito de ter o vale refeição e só pode gastar dentro das maquinas da empresa, só depois e você ganha 7r$ por dia.","4,0","The company leaves something to be desired in terms of benefits. The first 3 months you only have the right to have the meal voucher and you can only spend it inside the company's machines, only afterwards and you earn 7r$ per day.","Meeting friends, super quiet and great environment to work. I acquired a lot of experience and I left for personal reasons, otherwise I would continue in the company."
1967,"Colegas, o trabalho, o tratamento, o plano de carreira, a equipe, a flexibilidade, a moldagem, as orientações são importantes e bem explicadas, o horário, o trabalho como um todo é bom.","Não tem tantos pontos negativos, não que eu tenha percebido, todos os lugares tem alguns problemas no processo assim como aqui tambem, mas estamos sempre trabalhando pra ajustar","5,0","There are not so many negative points, not that I noticed, every place has some problems in the process as well as here, but we are always working to adjust","Colleagues, the work, the treatment, the career plan, the team, the flexibility, the molding, the guidelines are important and well explained, the schedule, the work as a whole is good."
1968,"Reconhecimento e oportunidades em varias areas trabalhei na area tecnica, cobrança principalmente vendas e por ultimo retenção funcionarios altamente treinados e capacitados ,todos operadores amigaveis sempre dispostos a ajudar",Muitas variaçoes nas renumeraçoes variaveis que são as metas não era o meu caso de ganhar opouco pois me empenhava ao maximo pois atuei bastante na area de vendas e me destaquei bastante ganhando viagens e premiaçoes semanais pois atingia as metas exigida do setor porem para outros setores era diferente,"5,0",Many variations in the variable renumberings that are the goals it was not my case of earning the little because I committed myself to the maximum because I worked a lot in the sales area and stood out a lot winning trips and weekly prizes because I reached the goals required by the sector but for other sectors it was different,"Recognition and opportunities in several areas I worked in the technical area, mainly sales collection and finally retaining highly trained and qualified employees, all friendly operators always willing to help"
